,card,link,mana,n
54,Izzet Signet,price/Outlaws+of+Thunder+Junction+Commander/Izzet+Signet#paper, 2,1
55,Krark's Thumb,price/Mirrodin/Krarks+Thumb#paper, 2,1
56,Prized Statue,price/Commander+Legends+Battle+for+Baldurs+Gate/Prized+Statue#paper, 2,1
57,Saheeli's Lattice,price/Lost+Caverns+of+Ixalan/Saheelis+Lattice#paper, 1 red,1
58,Talisman of Creativity,price/Commander+Legends+Battle+for+Baldurs+Gate/Talisman+of+Creativity#paper, 2,1
59,Forger's Foundry,price/Outlaws+of+Thunder+Junction+Commander/Forgers+Foundry#paper, 2 blue,1
60,Twinning Staff,price/Commander+2020/Twinning+Staff#paper, 3,1
61,Curiosity,price/Enchanting+Tales/Curiosity#paper, blue,1
62,Case of the Ransacked Lab,price/Ravnica+Murders+at+Karlov+Manor/Case+of+the+Ransacked+Lab#paper, 2 blue,1
63,Trail of Evidence,price/Mystery+Booster/Trail+of+Evidence#paper, 2 blue,1
64,Cascade Bluffs,price/Outlaws+of+Thunder+Junction+Commander/Cascade+Bluffs#paper,,1
65,Command Tower,price/Doctor+Who/Command+Tower-265#paper,,1
66,Exotic Orchard,price/Outlaws+of+Thunder+Junction+Commander/Exotic+Orchard#paper,,1
67,Ferrous Lake,price/Outlaws+of+Thunder+Junction+Commander/Ferrous+Lake#paper,,1
68,Frostboil Snarl,price/Outlaws+of+Thunder+Junction+Commander/Frostboil+Snarl#paper,,1
69,Island,price/Theros+Beyond+Death/Island-251#paper,,14
70,Izzet Boilerworks,price/Outlaws+of+Thunder+Junction+Commander/Izzet+Boilerworks#paper,,1
71,Mountain,price/Theros+Beyond+Death/Mountain-253#paper,,13
72,Shivan Reef,price/Outlaws+of+Thunder+Junction+Commander/Shivan+Reef#paper,,1
73,Sulfur Falls,price/Outlaws+of+Thunder+Junction+Commander/Sulfur+Falls#paper,,1
74,Temple of Epiphany,price/Outlaws+of+Thunder+Junction+Commander/Temple+of+Epiphany#paper,,1
