,card,link,mana,n
56,Talisman of Progress,price/Fallout/Talisman+of+Progress#paper, 2,1
57,Thought Vessel,price/Ravnica+Murders+at+Karlov+Manor+Commander/Thought+Vessel#paper, 2,1
58,Azorius Keyrune,price/Commander+2013+Edition/Azorius+Keyrune#paper, 3,1
59,Heraldic Banner,price/Throne+of+Eldraine/Heraldic+Banner#paper, 3,1
60,Favorable Winds,price/Starter+Commander/Favorable+Winds#paper, 1 blue,1
61,Haunted Library,price/Innistrad+Crimson+Vow+Commander/Haunted+Library#paper, 1 white,1
62,Luminarch Ascension,price/Zendikar/Luminarch+Ascension#paper, 1 white,1
63,Court of Grace,price/The+List/Court+of+Grace#paper, 2 white white,1
64,Reconnaissance Mission,price/Warhammer+40K+Commander+Decks/Reconnaissance+Mission#paper, 2 blue blue,1
65,Gravitational Shift,price/Starter+Commander/Gravitational+Shift#paper, 3 blue blue,1
66,Azorius Chancery,price/Ravnica+Clue+Edition/Azorius+Chancery#paper,,1
67,Blinkmoth Nexus,price/Modern+Masters/Blinkmoth+Nexus#paper,,1
68,Command Tower,price/Doctor+Who/Command+Tower-265#paper,,1
69,Exotic Orchard,price/Outlaws+of+Thunder+Junction+Commander/Exotic+Orchard#paper,,1
70,Faerie Conclave,price/Wilds+of+Eldraine+Commander/Faerie+Conclave#paper,,1
71,Foundry of the Consuls,price/Commander+2018/Foundry+of+the+Consuls#paper,,1
72,Island,price/Theros+Beyond+Death/Island-251#paper,,11
73,Myriad Landscape,price/Doctor+Who/Myriad+Landscape#paper,,1
74,Path of Ancestry,price/Lost+Caverns+of+Ixalan+Commander/Path+of+Ancestry#paper,,1
75,Plains,price/Theros+Beyond+Death/Plains-250#paper,,11
76,Port Town,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth+Commander/Port+Town#paper,,1
77,Prairie Stream,price/Ravnica+Murders+at+Karlov+Manor+Commander/Prairie+Stream#paper,,1
78,Skycloud Expanse,price/Fallout/Skycloud+Expanse#paper,,1
79,Temple of Enlightenment,price/Ravnica+Murders+at+Karlov+Manor+Commander/Temple+of+Enlightenment#paper,,1
