,card,link,mana,n
60,Exploration,price/Dominaria+Remastered/Exploration-retro#paper, green,1
61,Azusa's Many Journeys,price/Kamigawa+Neon+Dynasty/Azusas+Many+Journeys#paper, 1 green,1
62,Insidious Roots,price/Ravnica+Murders+at+Karlov+Manor/Insidious+Roots-showcase#paper, black green,1
63,Vraska Joins Up,price/Outlaws+of+Thunder+Junction/Vraska+Joins+Up#paper, black green,1
64,Binding the Old Gods,price/Kaldheim/Binding+the+Old+Gods#paper, 2 black green,1
65,The Cruelty of Gix,price/Dominaria+United/The+Cruelty+of+Gix#paper, 3 black black,1
66,Virtue of Persistence,price/Wilds+of+Eldraine/Virtue+of+Persistence-showcase#paper, 5 black black,1
67,"Argoth, Sanctum of Nature",price/The+Brothers+War/Argoth+Sanctum+of+Nature#paper,,1
68,Blooming Marsh,price/Outlaws+of+Thunder+Junction/Blooming+Marsh#paper,,1
69,"Boseiju, Who Endures",price/Kamigawa+Neon+Dynasty/Boseiju+Who+Endures#paper,,1
70,Castle Locthwain,price/Commander+Legends+Battle+for+Baldurs+Gate/Castle+Locthwain#paper,,1
71,Command Tower,price/Doctor+Who/Command+Tower-265#paper,,1
72,Darkbore Pathway,price/Kaldheim/Darkbore+Pathway#paper,,1
73,Deathcap Glade,price/Innistrad+Crimson+Vow:Foil/Deathcap+Glade#paper,,1
74,Festering Gulch,price/Outlaws+of+Thunder+Junction/Festering+Gulch#paper,,1
75,Forest,price/Theros+Beyond+Death/Forest-254#paper,,5
76,Gingerbread Cabin,price/Throne+of+Eldraine/Gingerbread+Cabin#paper,,1
77,Haunted Mire,price/Dominaria+United/Haunted+Mire#paper,,1
78,Hidden Necropolis,price/Lost+Caverns+of+Ixalan/Hidden+Necropolis#paper,,1
79,Hidden Nursery,price/Lost+Caverns+of+Ixalan/Hidden+Nursery#paper,,1
80,Hive of the Eye Tyrant,price/Adventures+in+the+Forgotten+Realms/Hive+of+the+Eye+Tyrant-classic+module#paper,,1
81,Khalni Garden,price/Archenemy/Khalni+Garden#paper,,1
82,Lair of the Hydra,price/Adventures+in+the+Forgotten+Realms/Lair+of+the+Hydra#paper,,1
83,Overgrown Tomb,price/Guilds+of+Ravnica/Overgrown+Tomb#paper,,1
84,Restless Cottage,price/Wilds+of+Eldraine/Restless+Cottage#paper,,1
85,Swamp,price/Theros+Beyond+Death/Swamp-252#paper,,4
86,"Takenuma, Abandoned Mire",price/Kamigawa+Neon+Dynasty/Takenuma+Abandoned+Mire#paper,,1
87,The Shire,price/The+Lord+of+the+Rings+Tales+of+Middle+Earth/The+Shire#paper,,1
88,Underground Mortuary,price/Ravnica+Murders+at+Karlov+Manor/Underground+Mortuary#paper,,1
89,"Urborg, Tomb of Yawgmoth",price/Time+Spiral+Remastered/Urborg+Tomb+of+Yawgmoth#paper,,1
90,Witch's Cottage,price/Throne+of+Eldraine/Witchs+Cottage#paper,,1
91,Woodland Cemetery,price/Outlaws+of+Thunder+Junction+Commander/Woodland+Cemetery#paper,,1
92,Woodland Chasm,price/Kaldheim/Woodland+Chasm#paper,,1
