,card,link,mana,n
26,Profane Command,price/Starter+Commander/Profane+Command#paper, x black black,1
27,Rakdos Charm,price/Innistrad+Crimson+Vow+Commander/Rakdos+Charm#paper, black red,1
28,Sign in Blood,price/Magic+2011/Sign+in+Blood#paper, black black,1
29,Terminate,price/Starter+Commander/Terminate#paper, black red,1
30,Chaos Warp,price/Outlaws+of+Thunder+Junction+Commander/Chaos+Warp#paper, 2 red,1
31,Read the Bones,price/Commander+Masters/Read+the+Bones#paper, 2 black,1
32,Soul Shatter,price/Starter+Commander/Soul+Shatter#paper, 2 black,1
33,Unlicensed Disintegration,price/Mystery+Booster/Unlicensed+Disintegration#paper, 1 black red,1
34,Ambition's Cost,price/Starter+Commander/Ambitions+Cost#paper, 3 black,1
35,Dredge the Mire,price/Starter+Commander/Dredge+the+Mire#paper, 3 black,1
36,Fiery Confluence,price/Lost+Caverns+of+Ixalan+Commander/Fiery+Confluence#paper, 2 red red,1
37,Hate Mirage,price/Starter+Commander/Hate+Mirage#paper, 3 red,1
38,Syphon Mind,price/Starter+Commander/Syphon+Mind#paper, 3 black,1
39,Wild Ricochet,price/Starter+Commander/Wild+Ricochet#paper, 2 red red,1
40,Breath of Malfegor,price/Starter+Commander/Breath+of+Malfegor#paper, 3 black red,1
41,Mana Geyser,price/Game+Night+Free-For-All/Mana+Geyser#paper, 3 red red,1
42,Deadly Tempest,price/Commander+2021/Deadly+Tempest#paper, 4 black black,1
43,Explosion of Riches,price/Starter+Commander/Explosion+of+Riches#paper, 5 red,1
44,Reign of the Pit,price/Starter+Commander/Reign+of+the+Pit#paper, 4 black black,1
45,Blasphemous Act,price/The+Brothers+War+Commander/Blasphemous+Act-retro#paper, 8 red,1
46,Nihil Spellbomb,price/Starter+Commander/Nihil+Spellbomb#paper, 1,1
47,Sol Ring,price/Outlaws+of+Thunder+Junction+Commander/Sol+Ring#paper, 1,1
48,Wayfarer's Bauble,price/Lost+Caverns+of+Ixalan+Commander/Wayfarers+Bauble#paper, 1,1
49,Arcane Signet,price/Fallout/Arcane+Signet#paper, 2,1
50,Lightning Greaves,price/Outlaws+of+Thunder+Junction+Commander/Lightning+Greaves#paper, 2,1
51,Rakdos Signet,price/Outlaws+of+Thunder+Junction+Commander/Rakdos+Signet#paper, 2,1
52,Talisman of Indulgence,price/Fallout/Talisman+of+Indulgence#paper, 2,1
53,Commander's Sphere,price/Lost+Caverns+of+Ixalan+Commander/Commanders+Sphere#paper, 3,1
54,Worn Powerstone,price/Warhammer+40K+Commander+Decks/Worn+Powerstone#paper, 3,1
55,Coveted Jewel,price/Commander+2021/Coveted+Jewel#paper, 6,1
56,Theater of Horrors,price/Starter+Commander/Theater+of+Horrors#paper, 1 black red,1
57,Spiteful Visions,price/Commander+2013+Edition/Spiteful+Visions#paper, 2 hyrid black red hyrid black red,1
58,Dictate of the Twin Gods,price/Launch+Party+Cards:Foil/Dictate+of+the+Twin+Gods#paper, 3 red red,1
59,Sunbird's Invocation,price/Starter+Commander/Sunbirds+Invocation#paper, 5 red,1
60,Akoum Refuge,price/Commander+2019/Akoum+Refuge#paper,,1
61,Bloodfell Caves,price/Starter+Commander/Bloodfell+Caves#paper,,1
62,Cinder Barrens,price/Amonkhet/Cinder+Barrens#paper,,1
63,Command Tower,price/Doctor+Who/Command+Tower-265#paper,,1
64,Foreboding Ruins,price/Lost+Caverns+of+Ixalan+Commander/Foreboding+Ruins#paper,,1
65,Molten Slagheap,price/Starter+Commander/Molten+Slagheap#paper,,1
66,Mountain,price/Theros+Beyond+Death/Mountain-253#paper,,14
67,Myriad Landscape,price/Doctor+Who/Myriad+Landscape#paper,,1
68,Smoldering Marsh,price/Outlaws+of+Thunder+Junction+Commander/Smoldering+Marsh#paper,,1
69,Stensia Bloodhall,price/Starter+Commander/Stensia+Bloodhall#paper,,1
70,Swamp,price/Theros+Beyond+Death/Swamp-252#paper,,15
71,Temple of Malice,price/Outlaws+of+Thunder+Junction+Commander/Temple+of+Malice#paper,,1
72,Urborg Volcano,price/Starter+Commander/Urborg+Volcano#paper,,1
